"Date & Time","use [kW]","gen [kW]","Power Phase1 [kW]","Power Phase2 [kW]","Power Phase 3 [kW]","Intensity Phase1 [A]","Intensity Phase2 [A]","Intensity Phase3 [A]","Main Circuit Breaker [kW]"
2015-10-01 23:59:00,0.587700000,-0.000000000,0.222400000,0.291716667,0.073583333,1.372000065,1.382883399,0.588066695,0.587700000
2015-10-01 23:58:00,0.550266667,-0.000000000,0.222750000,0.254633333,0.072883333,1.391550066,1.234666725,0.584900028,0.550266667
2015-10-01 23:57:00,0.549433333,-0.000000000,0.221933333,0.254516667,0.072983333,1.392750066,1.235483392,0.586750028,0.549433333
2015-10-01 23:56:00,0.550750000,-0.000000000,0.222266667,0.256350000,0.072133333,1.344333397,1.244300059,0.584650028,0.550750000
2015-10-01 23:55:00,0.573216667,-0.000000000,0.221650000,0.279400000,0.072166667,1.327800063,1.369916732,0.588766695,0.573216667
2015-10-01 23:54:00,0.525216667,-0.000000000,0.221650000,0.232766667,0.070800000,1.328650063,1.144116721,0.583166694,0.525216667
2015-10-01 23:53:00,0.524616667,-0.000000000,0.221316667,0.232350000,0.070950000,1.326416730,1.143366721,0.581566694,0.524616667
2015-10-01 23:52:00,0.667533333,-0.000000000,0.220300000,0.375600000,0.071633333,1.318100063,1.859883422,0.595250028,0.667533333
2015-10-01 23:51:00,0.530533333,-0.000000000,0.222966667,0.236600000,0.070966667,1.321966729,1.156516722,0.584216694,0.530533333
2015-10-01 23:50:00,0.529466667,-0.000000000,0.222816667,0.236183333,0.070466667,1.320000063,1.154966722,0.581816694,0.529466667
2015-10-01 23:49:00,0.581283333,-0.000000000,0.222283333,0.286383333,0.072616667,1.323900063,1.364433398,0.590083361,0.581283333
2015-10-01 23:48:00,0.612500000,-0.000000000,0.222050000,0.316500000,0.073950000,1.325316730,1.491033404,0.595500028,0.612500000
2015-10-01 23:47:00,0.567116667,-0.000000000,0.221500000,0.272900000,0.072716667,1.331866730,1.313233396,0.588850028,0.567116667
2015-10-01 23:46:00,0.548933333,-0.000000000,0.222650000,0.254333333,0.071950000,1.332300063,1.235533392,0.584966694,0.548933333
2015-10-01 23:45:00,0.548416667,-0.000000000,0.222816667,0.253533333,0.072066667,1.334400063,1.232483392,0.584666694,0.548416667
2015-10-01 23:44:00,0.567916667,-0.000000000,0.241883333,0.253750000,0.072283333,1.410583400,1.235133392,0.584616694,0.567916667
2015-10-01 23:43:00,0.601066667,-0.000000000,0.246466667,0.281983333,0.072616667,1.426216734,1.350800064,0.586166695,0.601066667
2015-10-01 23:42:00,0.637766667,-0.000000000,0.246066667,0.318000000,0.073700000,1.421700068,1.496566738,0.591900028,0.637766667
2015-10-01 23:41:00,0.636266667,-0.000000000,0.245500000,0.317150000,0.073616667,1.421866734,1.495700071,0.591833361,0.636266667
2015-10-01 23:40:00,0.634416667,-0.000000000,0.245966667,0.314583333,0.073866667,1.425850068,1.485016737,0.593383362,0.634416667
2015-10-01 23:39:00,0.635600000,-0.000000000,0.245066667,0.316716667,0.073816667,1.424116734,1.494050071,0.592316695,0.635600000
2015-10-01 23:38:00,0.662733333,-0.000000000,0.245116667,0.343100000,0.074516667,1.422600068,1.599300076,0.596766695,0.662733333
2015-10-01 23:37:00,0.570783333,-0.000000000,0.245633333,0.254083333,0.071066667,1.418850067,1.246666726,0.585100028,0.570783333
2015-10-01 23:36:00,0.549983333,-0.000000000,0.245050000,0.235716667,0.069216667,1.417700067,1.157250055,0.578633361,0.549983333
2015-10-01 23:35:00,0.643816667,-0.000000000,0.244616667,0.330166667,0.069033333,1.421883401,1.703533414,0.588016695,0.643816667
2015-10-01 23:34:00,0.505816667,-0.000000000,0.246733333,0.190350000,0.068733333,1.425683401,0.991916714,0.575850027,0.505816667
2015-10-01 23:33:00,0.503883333,-0.000000000,0.244850000,0.190350000,0.068683333,1.427033401,0.989900047,0.577283361,0.503883333
2015-10-01 23:32:00,0.532250000,-0.000000000,0.246483333,0.216066667,0.069700000,1.420916734,1.089566718,0.577116694,0.532250000
2015-10-01 23:31:00,0.628466667,-0.000000000,0.245316667,0.310616667,0.072533333,1.418683401,1.463783403,0.590583361,0.628466667
2015-10-01 23:30:00,0.641766667,-0.000000000,0.245466667,0.323566667,0.072733333,1.443150069,1.518516739,0.594783362,0.641766667
2015-10-01 23:29:00,0.642466667,-0.000000000,0.243883333,0.326400000,0.072183333,1.441316735,1.529333406,0.592183361,0.642466667
2015-10-01 23:28:00,0.642066667,-0.000000000,0.245816667,0.322783333,0.073466667,1.446700069,1.515300072,0.593033362,0.642066667
2015-10-01 23:27:00,0.639233333,-0.000000000,0.246116667,0.319366667,0.073750000,1.418933401,1.503300071,0.591883361,0.639233333
2015-10-01 23:26:00,0.639566667,-0.000000000,0.245216667,0.320266667,0.074083333,1.419150067,1.507250072,0.594650028,0.639566667
